Week,variant,weighted_avg,total_population,hex_code
2024-01-16,EG.5.1.8,0.01320740691044959,1590780,#E14D6F
2024-01-16,EG.6.1,0.0,1590780,#B9ABA8
2024-01-16,FE.1.1,0.0,1590780,#499894
2024-01-16,FL.1.5.1,0.0,1590780,#8CD17D
2024-01-16,GE.1,0.0,1590780,#FABFD2
2024-01-16,GK.1.1,0.0,1590780,#90FAE5
2024-01-16,HF.1,0.0,1590780,#D399AD
2024-01-16,HK.3,0.04752511602266812,1590780,#859DBC
2024-01-16,HV.1,0.018428720344906273,1590780,#797765
2024-01-16,JD.1.1,0.0,1590780,#80F192
2024-01-16,JF.1,0.0,1590780,#FFF1A9
2024-01-16,JG.3,0.0,1590780,#66A172
2024-01-16,JN.1,0.8148174603801813,1590780,#61018F
2024-01-16,JN.1.11.1,0.0,1590780,#5C9CF1
2024-01-16,JN.1.13,0.0,1590780,#E83C78
2024-01-16,JN.1.13.1,0.0,1590780,#F2591C
2024-01-16,JN.1.16,0.024492346217082187,1590780,#BC3A88
2024-01-16,JN.1.16.1,0.0009105042032022027,1590780,#366298
2024-01-16,JN.1.18,0.0011205847773545054,1590780,#4AF32F
2024-01-16,JN.1.32,0.0,1590780,#2E7919
2024-01-16,JN.1.4.3,0.0,1590780,#9D1010
2024-01-16,JN.1.7,0.0,1590780,#CF15E8
2024-01-16,JN.1.8.1,0.0,1590780,#FFB027
2024-01-16,KP.1.1,0.0,1590780,#CBFF86
2024-01-16,KP.1.1.3,0.0,1590780,#1EB3B6
2024-01-16,KP.1.2,0.0,1590780,#D7B5A6
2024-01-16,KP.2,0.0,1590780,#5875A1
2024-01-16,KP.2.15,0.0,1590780,#175DFF
2024-01-16,KP.2.3,0.0,1590780,#628DE8
2024-01-16,KP.3,0.0,1590780,#B06589
2024-01-16,KP.3.1.1,0.0,1590780,#2F92A1
2024-01-16,KP.4.1,0.0,1590780,#FF473A
2024-01-16,KQ.1,0.0,1590780,#E86CDE
2024-01-16,KV.2,0.0004998460568871874,1590780,#E14365
2024-01-16,KW.1.1,0.0,1590780,#34A0FF
2024-01-16,LB.1,0.0,1590780,#795653
2024-01-16,Recombinant,0.0015925423393241052,1590780,#FF0000
2024-01-16,XBB,0.006900837403707616,1590780,#9FA8DA
2024-01-16,XBB.1.16,0.0,1590780,#4527A0
2024-01-16,XBB.1.16.1,0.0,1590780,#F89B9B
2024-01-16,XBB.1.16.15,0.0,1590780,#E3B5FA
2024-01-16,XBB.1.16.6,0.0,1590780,#5AA350
2024-01-16,XBB.1.42.1,0.0,1590780,#75D1A3
2024-01-16,XBB.1.5,0.0027923242799570017,1590780,#3F51B5
2024-01-16,XBB.1.5.70,0.0,1590780,#46783C
2024-01-16,XBB.1.5.72,0.0,1590780,#254220
2024-01-16,XBB.1.9.1,0.0015597674490721533,1590780,#304FFE
2024-01-16,XBB.1.9.2,0.0028382451699166446,1590780,#536DFE
2024-01-16,XBB.2.3,0.0,1590780,#F7BCDF
2024-01-16,XDP,0.0,1590780,#B60052
2024-01-16,XDV.1,0.0,1590780,#D367B6
2024-01-16,unreportable,0.04819356371475313,1590780,#eeeeee
2024-01-23,BA.2,0.0,1590780,#9CCD67
2024-01-23,BA.2.12.1,0.0,1590780,#7CB342
2024-01-23,BA.2.86,0.008024847796524346,1590780,#D770EE
2024-01-23,EG.5,0.08000534156406292,1590780,#FFBE7D
2024-01-23,EG.5.1.8,0.0,1590780,#E14D6F
2024-01-23,EG.6.1,0.0,1590780,#B9ABA8
2024-01-23,FE.1.1,0.0,1590780,#499894
2024-01-23,FL.1.5.1,0.0,1590780,#8CD17D
2024-01-23,GE.1,0.0,1590780,#FABFD2
2024-01-23,GK.1.1,0.0,1590780,#90FAE5
2024-01-23,HF.1,0.0,1590780,#D399AD
2024-01-23,HK.3,0.0803502164445555,1590780,#859DBC
2024-01-23,HV.1,0.0,1590780,#797765
2024-01-23,JD.1.1,0.0,1590780,#80F192
2024-01-23,JF.1,0.0,1590780,#FFF1A9
2024-01-23,JG.3,0.0,1590780,#66A172
2024-01-23,JN.1,0.752901173067599,1590780,#61018F
2024-01-23,JN.1.11.1,0.0,1590780,#5C9CF1
2024-01-23,JN.1.13,0.0,1590780,#E83C78
2024-01-23,JN.1.13.1,0.0,1590780,#F2591C
2024-01-23,JN.1.16,0.0003184155655527477,1590780,#BC3A88
2024-01-23,JN.1.16.1,0.0011926395071285784,1590780,#366298
2024-01-23,JN.1.18,0.002463779849705805,1590780,#4AF32F
2024-01-23,JN.1.32,0.009455479276072116,1590780,#2E7919
2024-01-23,JN.1.4.3,0.009636816655499189,1590780,#9D1010
2024-01-23,JN.1.7,0.0,1590780,#CF15E8
2024-01-23,JN.1.8.1,0.06534516647653038,1590780,#FFB027
2024-01-23,KP.1.1,0.0,1590780,#CBFF86
2024-01-23,KP.1.1.3,0.0,1590780,#1EB3B6
2024-01-23,KP.1.2,0.0,1590780,#D7B5A6
2024-01-23,KP.2,0.0,1590780,#5875A1
2024-01-23,KP.2.15,0.0,1590780,#175DFF
2024-01-23,KP.2.3,0.0,1590780,#628DE8
2024-01-23,KP.3,0.0,1590780,#B06589
2024-01-23,KP.3.1.1,0.0,1590780,#2F92A1
2024-01-23,KP.4.1,0.0,1590780,#FF473A
2024-01-23,KQ.1,0.0,1590780,#E86CDE
2024-01-23,KV.2,0.0003082974049522876,1590780,#E14365
2024-01-23,KW.1.1,0.0,1590780,#34A0FF
2024-01-23,LB.1,0.0,1590780,#795653
2024-01-23,Recombinant,0.006167922463574472,1590780,#FF0000
2024-01-23,XBB,0.0,1590780,#9FA8DA
2024-01-23,XBB.1.16,0.0,1590780,#4527A0
2024-01-23,XBB.1.16.1,0.0,1590780,#F89B9B
2024-01-23,XBB.1.16.15,0.0,1590780,#E3B5FA
2024-01-23,XBB.1.16.6,0.0,1590780,#5AA350
2024-01-23,XBB.1.42.1,0.0,1590780,#75D1A3
2024-01-23,XBB.1.5,0.0,1590780,#3F51B5
2024-01-23,XBB.1.5.70,0.0,1590780,#46783C
2024-01-23,XBB.1.5.72,0.0,1590780,#254220
2024-01-23,XBB.1.9.1,0.0043921559408780595,1590780,#304FFE
2024-01-23,XBB.1.9.2,0.0005530826314638102,1590780,#536DFE
2024-01-23,XBB.2.3,0.0,1590780,#F7BCDF
2024-01-23,XDP,0.02951255035615547,1590780,#B60052
2024-01-23,XDV.1,0.0,1590780,#D367B6
2024-01-23,unreportable,0.028793937495483344,1590780,#eeeeee
2024-01-30,BA.2,0.0,9324549,#9CCD67
2024-01-30,BA.2.12.1,0.0,9324549,#7CB342
2024-01-30,BA.2.86,0.014867027800257148,9324549,#D770EE
2024-01-30,EG.5,0.00016720885793618543,9324549,#FFBE7D
2024-01-30,EG.5.1.8,0.00036546324202918555,9324549,#E14D6F
2024-01-30,EG.6.1,0.0,9324549,#B9ABA8
2024-01-30,FE.1.1,0.0,9324549,#499894
2024-01-30,FL.1.5.1,0.0,9324549,#8CD17D
2024-01-30,GE.1,0.0,9324549,#FABFD2
2024-01-30,GK.1.1,0.0,9324549,#90FAE5
2024-01-30,HF.1,0.0,9324549,#D399AD
2024-01-30,HK.3,9.250700798719595e-05,9324549,#859DBC
2024-01-30,HV.1,0.0017643267106216079,9324549,#797765
2024-01-30,JD.1.1,0.0,9324549,#80F192
2024-01-30,JF.1,0.0,9324549,#FFF1A9
2024-01-30,JG.3,0.0004187613112119417,9324549,#66A172
2024-01-30,JN.1,0.8869418760810088,9324549,#61018F
2024-01-30,JN.1.11.1,0.0003324758830030278,9324549,#5C9CF1
2024-01-30,JN.1.13,0.0,9324549,#E83C78
2024-01-30,JN.1.13.1,0.0,9324549,#F2591C
2024-01-30,JN.1.16,0.003929383230008765,9324549,#BC3A88
2024-01-30,JN.1.16.1,0.00013748311232800642,9324549,#366298
2024-01-30,JN.1.18,0.012252547564062348,9324549,#4AF32F
2024-01-30,JN.1.32,0.0,9324549,#2E7919
2024-01-30,JN.1.4.3,0.0,9324549,#9D1010
2024-01-30,JN.1.7,0.007314231272848692,9324549,#CF15E8
2024-01-30,JN.1.8.1,0.021323397070903912,9324549,#FFB027
2024-01-30,KP.1.1,0.0,9324549,#CBFF86
2024-01-30,KP.1.1.3,0.0,9324549,#1EB3B6
2024-01-30,KP.1.2,0.0,9324549,#D7B5A6
2024-01-30,KP.2,0.0,9324549,#5875A1
2024-01-30,KP.2.15,0.0,9324549,#175DFF
2024-01-30,KP.2.3,0.0,9324549,#628DE8
2024-01-30,KP.3,0.0,9324549,#B06589
2024-01-30,KP.3.1.1,0.0,9324549,#2F92A1
2024-01-30,KP.4.1,0.0,9324549,#FF473A
2024-01-30,KQ.1,0.0,9324549,#E86CDE
2024-01-30,KV.2,0.0,9324549,#E14365
2024-01-30,KW.1.1,0.0,9324549,#34A0FF
2024-01-30,LB.1,7.135679150809332e-05,9324549,#795653
2024-01-30,Recombinant,0.023215468501654075,9324549,#FF0000
2024-01-30,XBB,0.0015564887639037555,9324549,#9FA8DA
2024-01-30,XBB.1.16,0.0,9324549,#4527A0
2024-01-30,XBB.1.16.1,0.0,9324549,#F89B9B
2024-01-30,XBB.1.16.15,0.0,9324549,#E3B5FA
2024-01-30,XBB.1.16.6,0.0,9324549,#5AA350
2024-01-30,XBB.1.42.1,0.00012010646055267661,9324549,#75D1A3
2024-01-30,XBB.1.5,0.0003317992441049964,9324549,#3F51B5
2024-01-30,XBB.1.5.70,0.0,9324549,#46783C
2024-01-30,XBB.1.5.72,0.0,9324549,#254220
2024-01-30,XBB.1.9.1,0.0007821552468553707,9324549,#304FFE
2024-01-30,XBB.1.9.2,0.0005058157511757406,9324549,#536DFE
2024-01-30,XBB.2.3,0.0,9324549,#F7BCDF
2024-01-30,XDP,0.009267680269458609,9324549,#B60052
2024-01-30,XDV.1,0.0,9324549,#D367B6
2024-01-30,unreportable,0.01424243772990576,9324549,#eeeeee
2024-02-06,BA.2,0.0,9982705,#9CCD67
2024-02-06,BA.2.12.1,0.0,9982705,#7CB342
2024-02-06,BA.2.86,0.032506358829491606,9982705,#D770EE
2024-02-06,EG.5,0.0002523735241700521,9982705,#FFBE7D
2024-02-06,EG.5.1.8,0.0,9982705,#E14D6F
2024-02-06,EG.6.1,0.0,9982705,#B9ABA8
2024-02-06,FE.1.1,6.656989134708478e-05,9982705,#499894
2024-02-06,FL.1.5.1,0.0,9982705,#8CD17D
2024-02-06,GE.1,0.0,9982705,#FABFD2
2024-02-06,GK.1.1,0.0,9982705,#90FAE5
2024-02-06,HF.1,0.0,9982705,#D399AD
2024-02-06,HK.3,0.0,9982705,#859DBC
2024-02-06,HV.1,0.008633378729670967,9982705,#797765
2024-02-06,JD.1.1,0.0,9982705,#80F192
2024-02-06,JF.1,0.0,9982705,#FFF1A9
2024-02-06,JG.3,0.0,9982705,#66A172
2024-02-06,JN.1,0.8087018012330857,9982705,#61018F
2024-02-06,JN.1.11.1,0.0002605403584599565,9982705,#5C9CF1
2024-02-06,JN.1.13,0.0,9982705,#E83C78
2024-02-06,JN.1.13.1,0.0,9982705,#F2591C
2024-02-06,JN.1.16,0.006643620101213048,9982705,#BC3A88
2024-02-06,JN.1.16.1,0.0008958528204549768,9982705,#366298
2024-02-06,JN.1.18,0.017834612757440995,9982705,#4AF32F
2024-02-06,JN.1.32,0.0,9982705,#2E7919
2024-02-06,JN.1.4.3,0.0013202953723594959,9982705,#9D1010
2024-02-06,JN.1.7,0.04675883923672291,9982705,#CF15E8
2024-02-06,JN.1.8.1,0.02884964039995873,9982705,#FFB027
2024-02-06,KP.1.1,0.0,9982705,#CBFF86
2024-02-06,KP.1.1.3,0.0,9982705,#1EB3B6
2024-02-06,KP.1.2,0.0,9982705,#D7B5A6
2024-02-06,KP.2,0.0,9982705,#5875A1
2024-02-06,KP.2.15,0.0,9982705,#175DFF
2024-02-06,KP.2.3,0.0,9982705,#628DE8
2024-02-06,KP.3,0.0,9982705,#B06589
2024-02-06,KP.3.1.1,0.0,9982705,#2F92A1
2024-02-06,KP.4.1,0.0,9982705,#FF473A
2024-02-06,KQ.1,0.0,9982705,#E86CDE
2024-02-06,KV.2,6.120527694197114e-05,9982705,#E14365
2024-02-06,KW.1.1,0.0,9982705,#34A0FF
2024-02-06,LB.1,0.0,9982705,#795653
2024-02-06,Recombinant,0.008002687458373257,9982705,#FF0000
2024-02-06,XBB,0.00015795434668459103,9982705,#9FA8DA
2024-02-06,XBB.1.16,0.0,9982705,#4527A0
2024-02-06,XBB.1.16.1,0.0,9982705,#F89B9B
2024-02-06,XBB.1.16.15,0.0,9982705,#E3B5FA
2024-02-06,XBB.1.16.6,0.0,9982705,#5AA350
2024-02-06,XBB.1.42.1,0.0,9982705,#75D1A3
2024-02-06,XBB.1.5,0.00033100338353582524,9982705,#3F51B5
2024-02-06,XBB.1.5.70,0.0,9982705,#46783C
2024-02-06,XBB.1.5.72,0.0,9982705,#254220
2024-02-06,XBB.1.9.1,0.0037486729705104977,9982705,#304FFE
2024-02-06,XBB.1.9.2,0.0002784379010699004,9982705,#536DFE
2024-02-06,XBB.2.3,2.872080863854035e-05,9982705,#F7BCDF
2024-02-06,XDP,0.020960212899379476,9982705,#B60052
2024-02-06,XDV.1,0.0,9982705,#D367B6
2024-02-06,unreportable,0.013707223196014006,9982705,#eeeeee
2024-02-13,BA.2,0.0,10536937,#9CCD67
2024-02-13,BA.2.12.1,0.0,10536937,#7CB342
2024-02-13,BA.2.86,0.0005464332451717231,10536937,#D770EE
2024-02-13,EG.5,0.00022182149793625983,10536937,#FFBE7D
2024-02-13,EG.5.1.8,0.0002566124449828257,10536937,#E14D6F
2024-02-13,EG.6.1,0.0,10536937,#B9ABA8
2024-02-13,FE.1.1,0.0,10536937,#499894
2024-02-13,FL.1.5.1,0.0,10536937,#8CD17D
2024-02-13,GE.1,0.0,10536937,#FABFD2
2024-02-13,GK.1.1,0.0,10536937,#90FAE5
2024-02-13,HF.1,0.0,10536937,#D399AD
2024-02-13,HK.3,0.0,10536937,#859DBC
2024-02-13,HV.1,0.0,10536937,#797765
2024-02-13,JD.1.1,0.0,10536937,#80F192
2024-02-13,JF.1,0.0,10536937,#FFF1A9
2024-02-13,JG.3,0.0002726708815474554,10536937,#66A172
2024-02-13,JN.1,0.8156208021319563,10536937,#61018F
2024-02-13,JN.1.11.1,0.0006012710261957532,10536937,#5C9CF1
2024-02-13,JN.1.13,0.0,10536937,#E83C78
2024-02-13,JN.1.13.1,0.0,10536937,#F2591C
2024-02-13,JN.1.16,0.01414738894415142,10536937,#BC3A88
2024-02-13,JN.1.16.1,0.0,10536937,#366298
2024-02-13,JN.1.18,0.025936480641724442,10536937,#4AF32F
2024-02-13,JN.1.32,0.0,10536937,#2E7919
2024-02-13,JN.1.4.3,0.045790589112211635,10536937,#9D1010
2024-02-13,JN.1.7,0.050340781660153225,10536937,#CF15E8
2024-02-13,JN.1.8.1,0.014756836841361014,10536937,#FFB027
2024-02-13,KP.1.1,0.0,10536937,#CBFF86
2024-02-13,KP.1.1.3,0.0,10536937,#1EB3B6
2024-02-13,KP.1.2,0.0,10536937,#D7B5A6
2024-02-13,KP.2,0.0,10536937,#5875A1
2024-02-13,KP.2.15,0.0,10536937,#175DFF
2024-02-13,KP.2.3,0.0,10536937,#628DE8
2024-02-13,KP.3,0.0,10536937,#B06589
2024-02-13,KP.3.1.1,0.0,10536937,#2F92A1
2024-02-13,KP.4.1,0.0,10536937,#FF473A
2024-02-13,KQ.1,0.0,10536937,#E86CDE
2024-02-13,KV.2,3.600784980872525e-05,10536937,#E14365
2024-02-13,KW.1.1,0.0,10536937,#34A0FF
2024-02-13,LB.1,0.0,10536937,#795653
2024-02-13,Recombinant,0.0041808218188340695,10536937,#FF0000
2024-02-13,XBB,0.0001146017685784778,10536937,#9FA8DA
2024-02-13,XBB.1.16,0.0,10536937,#4527A0
2024-02-13,XBB.1.16.1,0.0,10536937,#F89B9B
2024-02-13,XBB.1.16.15,0.0,10536937,#E3B5FA
2024-02-13,XBB.1.16.6,9.384951364898546e-06,10536937,#5AA350
2024-02-13,XBB.1.42.1,0.0,10536937,#75D1A3
2024-02-13,XBB.1.5,0.0,10536937,#3F51B5
2024-02-13,XBB.1.5.70,0.0,10536937,#46783C
2024-02-13,XBB.1.5.72,0.0,10536937,#254220
2024-02-13,XBB.1.9.1,0.0006396165119142308,10536937,#304FFE
2024-02-13,XBB.1.9.2,0.0006935625598786441,10536937,#536DFE
2024-02-13,XBB.2.3,0.0,10536937,#F7BCDF
2024-02-13,XDP,0.01524600366343464,10536937,#B60052
2024-02-13,XDV.1,0.0,10536937,#D367B6
2024-02-13,unreportable,0.010588316539707886,10536937,#eeeeee
2024-02-20,BA.2,0.0,11250787,#9CCD67
2024-02-20,BA.2.12.1,0.0,11250787,#7CB342
2024-02-20,BA.2.86,0.002746477209027244,11250787,#D770EE
2024-02-20,EG.5,0.0,11250787,#FFBE7D
2024-02-20,EG.5.1.8,0.0,11250787,#E14D6F
2024-02-20,EG.6.1,0.0,11250787,#B9ABA8
2024-02-20,FE.1.1,0.0,11250787,#499894
2024-02-20,FL.1.5.1,0.0,11250787,#8CD17D
2024-02-20,GE.1,0.0,11250787,#FABFD2
2024-02-20,GK.1.1,0.0,11250787,#90FAE5
2024-02-20,HF.1,0.0,11250787,#D399AD
2024-02-20,HK.3,0.0,11250787,#859DBC
2024-02-20,HV.1,0.006413028415018436,11250787,#797765
2024-02-20,JD.1.1,0.0,11250787,#80F192
2024-02-20,JF.1,0.0,11250787,#FFF1A9
2024-02-20,JG.3,0.0,11250787,#66A172
2024-02-20,JN.1,0.5870440420288936,11250787,#61018F
2024-02-20,JN.1.11.1,0.008089990914528913,11250787,#5C9CF1
2024-02-20,JN.1.13,0.0,11250787,#E83C78
2024-02-20,JN.1.13.1,0.0,11250787,#F2591C
2024-02-20,JN.1.16,0.024879863543193024,11250787,#BC3A88
2024-02-20,JN.1.16.1,0.0,11250787,#366298
2024-02-20,JN.1.18,0.038852345490357244,11250787,#4AF32F
2024-02-20,JN.1.32,0.0,11250787,#2E7919
2024-02-20,JN.1.4.3,0.13705736176415836,11250787,#9D1010
2024-02-20,JN.1.7,0.09121534197587688,11250787,#CF15E8
2024-02-20,JN.1.8.1,0.059990006504107664,11250787,#FFB027
2024-02-20,KP.1.1,0.0,11250787,#CBFF86
2024-02-20,KP.1.1.3,0.0,11250787,#1EB3B6
2024-02-20,KP.1.2,0.0,11250787,#D7B5A6
2024-02-20,KP.2,0.0,11250787,#5875A1
2024-02-20,KP.2.15,0.0,11250787,#175DFF
2024-02-20,KP.2.3,0.0,11250787,#628DE8
2024-02-20,KP.3,0.0,11250787,#B06589
2024-02-20,KP.3.1.1,0.0,11250787,#2F92A1
2024-02-20,KP.4.1,0.0,11250787,#FF473A
2024-02-20,KQ.1,0.0,11250787,#E86CDE
2024-02-20,KV.2,3.836444735643826e-05,11250787,#E14365
2024-02-20,KW.1.1,0.0,11250787,#34A0FF
2024-02-20,LB.1,0.0,11250787,#795653
2024-02-20,Recombinant,0.011149862357179102,11250787,#FF0000
2024-02-20,XBB,0.0,11250787,#9FA8DA
2024-02-20,XBB.1.16,0.0,11250787,#4527A0
2024-02-20,XBB.1.16.1,0.0,11250787,#F89B9B
2024-02-20,XBB.1.16.15,0.0,11250787,#E3B5FA
2024-02-20,XBB.1.16.6,0.0,11250787,#5AA350
2024-02-20,XBB.1.42.1,0.0,11250787,#75D1A3
2024-02-20,XBB.1.5,0.0,11250787,#3F51B5
2024-02-20,XBB.1.5.70,0.0,11250787,#46783C
2024-02-20,XBB.1.5.72,0.0,11250787,#254220
2024-02-20,XBB.1.9.1,0.0,11250787,#304FFE
2024-02-20,XBB.1.9.2,0.0,11250787,#536DFE
2024-02-20,XBB.2.3,0.0,11250787,#F7BCDF
2024-02-20,XDP,0.02358982603718122,11250787,#B60052
2024-02-20,XDV.1,0.0,11250787,#D367B6
2024-02-20,unreportable,0.008933492785214938,11250787,#eeeeee
2024-02-27,BA.2,0.0,8011254,#9CCD67
2024-02-27,BA.2.12.1,0.0,8011254,#7CB342
2024-02-27,BA.2.86,0.0005522187119919054,8011254,#D770EE
2024-02-27,EG.5,0.0,8011254,#FFBE7D
2024-02-27,EG.5.1.8,0.0,8011254,#E14D6F
2024-02-27,EG.6.1,0.0,8011254,#B9ABA8
2024-02-27,FE.1.1,0.0,8011254,#499894
2024-02-27,FL.1.5.1,0.0,8011254,#8CD17D
2024-02-27,GE.1,0.0,8011254,#FABFD2
2024-02-27,GK.1.1,0.0,8011254,#90FAE5
2024-02-27,HF.1,0.0,8011254,#D399AD
2024-02-27,HK.3,0.0,8011254,#859DBC
