Week,county,variant,weighted_sum,total_population,weighted_avg,hex_code
2024-01-02,Benton County,XBB.1.42.1,0.0,502178,0.0,#75D1A3
2024-01-02,Benton County,XBB.1.5,21505.5970877,502178,0.04282465,#3F51B5
2024-01-02,Benton County,XBB.1.5.70,0.0,502178,0.0,#46783C
2024-01-02,Benton County,XBB.1.5.72,0.0,502178,0.0,#254220
2024-01-02,Benton County,XBB.1.9.1,5006.222525560001,502178,0.00996902,#304FFE
2024-01-02,Benton County,XBB.1.9.2,0.0,502178,0.0,#536DFE
2024-01-02,Benton County,XBB.2.3,0.0,502178,0.0,#F7BCDF
2024-01-02,Benton County,XDP,0.0,502178,0.0,#B60052
2024-01-02,Benton County,XDV.1,0.0,502178,0.0,#D367B6
2024-01-02,Benton County,unreportable,33998.2791937,502178,0.06770165,#eeeeee
2024-01-02,Chelan County,BA.2,0.0,923896,0.0,#9CCD67
2024-01-02,Chelan County,BA.2.12.1,0.0,923896,0.0,#7CB342
2024-01-02,Chelan County,BA.2.86,35455.14866146,923896,0.03837569235223445,#D770EE
2024-01-02,Chelan County,EG.5,26734.592480640003,923896,0.028936798601401026,#FFBE7D
2024-01-02,Chelan County,EG.5.1.8,0.0,923896,0.0,#E14D6F
2024-01-02,Chelan County,EG.6.1,0.0,923896,0.0,#B9ABA8
2024-01-02,Chelan County,FE.1.1,719.5740138,923896,0.0007788474176747166,#499894
2024-01-02,Chelan County,FL.1.5.1,0.0,923896,0.0,#8CD17D
2024-01-02,Chelan County,GE.1,0.0,923896,0.0,#FABFD2
2024-01-02,Chelan County,GK.1.1,0.0,923896,0.0,#90FAE5
2024-01-02,Chelan County,HF.1,0.0,923896,0.0,#D399AD
2024-01-02,Chelan County,HK.3,0.0,923896,0.0,#859DBC
2024-01-02,Chelan County,HV.1,142205.50030200003,923896,0.15391938086321408,#797765
2024-01-02,Chelan County,JD.1.1,0.0,923896,0.0,#80F192
2024-01-02,Chelan County,JF.1,0.0,923896,0.0,#FFF1A9
2024-01-02,Chelan County,JG.3,0.0,923896,0.0,#66A172
2024-01-02,Chelan County,JN.1,487349.1800213,923896,0.5274935490805241,#61018F
2024-01-02,Chelan County,JN.1.11.1,0.0,923896,0.0,#5C9CF1
2024-01-02,Chelan County,JN.1.13,0.0,923896,0.0,#E83C78
2024-01-02,Chelan County,JN.1.13.1,0.0,923896,0.0,#F2591C
2024-01-02,Chelan County,JN.1.16,0.0,923896,0.0,#BC3A88
2024-01-02,Chelan County,JN.1.16.1,0.0,923896,0.0,#366298
2024-01-02,Chelan County,JN.1.18,0.0,923896,0.0,#4AF32F
2024-01-02,Chelan County,JN.1.32,0.0,923896,0.0,#2E7919
2024-01-02,Chelan County,JN.1.4.3,0.0,923896,0.0,#9D1010
2024-01-02,Chelan County,JN.1.7,0.0,923896,0.0,#CF15E8
2024-01-02,Chelan County,JN.1.8.1,0.0,923896,0.0,#FFB027
2024-01-02,Chelan County,KP.1.1,0.0,923896,0.0,#CBFF86
2024-01-02,Chelan County,KP.1.1.3,0.0,923896,0.0,#1EB3B6
2024-01-02,Chelan County,KP.1.2,0.0,923896,0.0,#D7B5A6
2024-01-02,Chelan County,KP.2,0.0,923896,0.0,#5875A1
2024-01-02,Chelan County,KP.2.15,0.0,923896,0.0,#175DFF
2024-01-02,Chelan County,KP.2.3,0.0,923896,0.0,#628DE8
2024-01-02,Chelan County,KP.3,0.0,923896,0.0,#B06589
2024-01-02,Chelan County,KP.3.1.1,0.0,923896,0.0,#2F92A1
2024-01-02,Chelan County,KP.4.1,0.0,923896,0.0,#FF473A
2024-01-02,Chelan County,KQ.1,0.0,923896,0.0,#E86CDE
2024-01-02,Chelan County,KV.2,0.0,923896,0.0,#E14365
2024-01-02,Chelan County,KW.1.1,0.0,923896,0.0,#34A0FF
2024-01-02,Chelan County,LB.1,0.0,923896,0.0,#795653
2024-01-02,Chelan County,Recombinant,176557.81075684002,923896,0.19110139101894588,#FF0000
2024-01-02,Chelan County,XBB,11962.693264579999,923896,0.01294809509358196,#9FA8DA
2024-01-02,Chelan County,XBB.1.16,12174.544214999998,923896,0.013177396822802565,#4527A0
2024-01-02,Chelan County,XBB.1.16.1,516.1198175999999,923896,0.0005586341077350697,#F89B9B
2024-01-02,Chelan County,XBB.1.16.15,0.0,923896,0.0,#E3B5FA
2024-01-02,Chelan County,XBB.1.16.6,0.0,923896,0.0,#5AA350
2024-01-02,Chelan County,XBB.1.42.1,0.0,923896,0.0,#75D1A3
2024-01-02,Chelan County,XBB.1.5,1566.90862052,923896,0.001695979439807078,#3F51B5
2024-01-02,Chelan County,XBB.1.5.70,0.0,923896,0.0,#46783C
2024-01-02,Chelan County,XBB.1.5.72,0.0,923896,0.0,#254220
2024-01-02,Chelan County,XBB.1.9.1,0.0,923896,0.0,#304FFE
2024-01-02,Chelan County,XBB.1.9.2,671.35818248,923896,0.0007266599081281876,#536DFE
2024-01-02,Chelan County,XBB.2.3,0.0,923896,0.0,#F7BCDF
2024-01-02,Chelan County,XDP,0.0,923896,0.0,#B60052
2024-01-02,Chelan County,XDV.1,0.0,923896,0.0,#D367B6
2024-01-02,Chelan County,unreportable,27982.584261800002,923896,0.03028759109445219,#eeeeee
2024-01-02,Franklin County,BA.2,0.0,1215063,0.0,#9CCD67
2024-01-02,Franklin County,BA.2.12.1,0.0,1215063,0.0,#7CB342
2024-01-02,Franklin County,BA.2.86,550.25532822,1215063,0.0004528615620918422,#D770EE
2024-01-02,Franklin County,EG.5,56226.000072,1215063,0.04627414386908334,#FFBE7D
2024-01-02,Franklin County,EG.5.1.8,89836.58971979999,1215063,0.07393574631093201,#E14D6F
2024-01-02,Franklin County,EG.6.1,0.0,1215063,0.0,#B9ABA8
2024-01-02,Franklin County,FE.1.1,0.0,1215063,0.0,#499894
2024-01-02,Franklin County,FL.1.5.1,0.0,1215063,0.0,#8CD17D
2024-01-02,Franklin County,GE.1,0.0,1215063,0.0,#FABFD2
2024-01-02,Franklin County,GK.1.1,0.0,1215063,0.0,#90FAE5
2024-01-02,Franklin County,HF.1,0.0,1215063,0.0,#D399AD
2024-01-02,Franklin County,HK.3,7892.1170328,1215063,0.006495232784472903,#859DBC
2024-01-02,Franklin County,HV.1,111551.6408835,1215063,0.09180728973189045,#797765
2024-01-02,Franklin County,JD.1.1,24894.7545924,1215063,0.020488447588643554,#80F192
2024-01-02,Franklin County,JF.1,2657.0293464,1215063,0.002186742042511376,#FFF1A9
2024-01-02,Franklin County,JG.3,0.0,1215063,0.0,#66A172
2024-01-02,Franklin County,JN.1,804090.8012407799,1215063,0.6617688146546968,#61018F
2024-01-02,Franklin County,JN.1.11.1,0.0,1215063,0.0,#5C9CF1
2024-01-02,Franklin County,JN.1.13,0.0,1215063,0.0,#E83C78
2024-01-02,Franklin County,JN.1.13.1,0.0,1215063,0.0,#F2591C
2024-01-02,Franklin County,JN.1.16,0.0,1215063,0.0,#BC3A88
2024-01-02,Franklin County,JN.1.16.1,0.0,1215063,0.0,#366298
2024-01-02,Franklin County,JN.1.18,0.0,1215063,0.0,#4AF32F
2024-01-02,Franklin County,JN.1.32,0.0,1215063,0.0,#2E7919
2024-01-02,Franklin County,JN.1.4.3,0.0,1215063,0.0,#9D1010
2024-01-02,Franklin County,JN.1.7,0.0,1215063,0.0,#CF15E8
2024-01-02,Franklin County,JN.1.8.1,0.0,1215063,0.0,#FFB027
2024-01-02,Franklin County,KP.1.1,0.0,1215063,0.0,#CBFF86
2024-01-02,Franklin County,KP.1.1.3,0.0,1215063,0.0,#1EB3B6
2024-01-02,Franklin County,KP.1.2,0.0,1215063,0.0,#D7B5A6
2024-01-02,Franklin County,KP.2,0.0,1215063,0.0,#5875A1
2024-01-02,Franklin County,KP.2.15,0.0,1215063,0.0,#175DFF
2024-01-02,Franklin County,KP.2.3,0.0,1215063,0.0,#628DE8
2024-01-02,Franklin County,KP.3,0.0,1215063,0.0,#B06589
2024-01-02,Franklin County,KP.3.1.1,0.0,1215063,0.0,#2F92A1
2024-01-02,Franklin County,KP.4.1,0.0,1215063,0.0,#FF473A
2024-01-02,Franklin County,KQ.1,0.0,1215063,0.0,#E86CDE
2024-01-02,Franklin County,KV.2,0.0,1215063,0.0,#E14365
2024-01-02,Franklin County,KW.1.1,0.0,1215063,0.0,#34A0FF
2024-01-02,Franklin County,LB.1,0.0,1215063,0.0,#795653
2024-01-02,Franklin County,Recombinant,8242.45665978,1215063,0.006783563206006603,#FF0000
2024-01-02,Franklin County,XBB,28757.993814,1215063,0.023667903486485887,#9FA8DA
2024-01-02,Franklin County,XBB.1.16,7310.5905246,1215063,0.00601663496016256,#4527A0
2024-01-02,Franklin County,XBB.1.16.1,0.0,1215063,0.0,#F89B9B
2024-01-02,Franklin County,XBB.1.16.15,0.0,1215063,0.0,#E3B5FA
2024-01-02,Franklin County,XBB.1.16.6,1110.658791,1215063,0.0009140750652435306,#5AA350
2024-01-02,Franklin County,XBB.1.42.1,0.0,1215063,0.0,#75D1A3
2024-01-02,Franklin County,XBB.1.5,35895.868437,1215063,0.02954239281173075,#3F51B5
2024-01-02,Franklin County,XBB.1.5.70,0.0,1215063,0.0,#46783C
2024-01-02,Franklin County,XBB.1.5.72,0.0,1215063,0.0,#254220
2024-01-02,Franklin County,XBB.1.9.1,12821.10243426,1215063,0.010551800552119519,#304FFE
2024-01-02,Franklin County,XBB.1.9.2,6046.840628399999,1215063,0.004976565518331148,#536DFE
2024-01-02,Franklin County,XBB.2.3,2864.1365610000003,1215063,0.002357191817214416,#F7BCDF
2024-01-02,Franklin County,XDP,0.0,1215063,0.0,#B60052
2024-01-02,Franklin County,XDV.1,0.0,1215063,0.0,#D367B6
2024-01-02,Franklin County,unreportable,22206.28833906,1215063,0.01827583289019582,#eeeeee
2024-01-02,Island County,BA.2,0.0,1778632,0.0,#9CCD67
2024-01-02,Island County,BA.2.12.1,0.0,1778632,0.0,#7CB342
2024-01-02,Island County,BA.2.86,8718.30977505,1778632,0.00490169398450607,#D770EE
2024-01-02,Island County,EG.5,68589.27399041,1778632,0.03856293712831547,#FFBE7D
2024-01-02,Island County,EG.5.1.8,14863.11439137,1778632,0.008356486553356737,#E14D6F
2024-01-02,Island County,EG.6.1,669.90858912,1778632,0.0003766426046084856,#B9ABA8
2024-01-02,Island County,FE.1.1,0.0,1778632,0.0,#499894
2024-01-02,Island County,FL.1.5.1,1068.8006871,1778632,0.0006009116484466713,#8CD17D
2024-01-02,Island County,GE.1,0.0,1778632,0.0,#FABFD2
2024-01-02,Island County,GK.1.1,0.0,1778632,0.0,#90FAE5
2024-01-02,Island County,HF.1,0.0,1778632,0.0,#D399AD
2024-01-02,Island County,HK.3,0.0,1778632,0.0,#859DBC
2024-01-02,Island County,HV.1,102847.95402459001,1778632,0.05782418961572153,#797765
2024-01-02,Island County,JD.1.1,4081.423558755,1778632,0.00229469814933893,#80F192
2024-01-02,Island County,JF.1,0.0,1778632,0.0,#FFF1A9
2024-01-02,Island County,JG.3,0.0,1778632,0.0,#66A172
2024-01-02,Island County,JN.1,1320840.6507742452,1778632,0.7426160390537476,#61018F
2024-01-02,Island County,JN.1.11.1,0.0,1778632,0.0,#5C9CF1
2024-01-02,Island County,JN.1.13,0.0,1778632,0.0,#E83C78
2024-01-02,Island County,JN.1.13.1,0.0,1778632,0.0,#F2591C
2024-01-02,Island County,JN.1.16,45639.16615818,1778632,0.025659701477416353,#BC3A88
2024-01-02,Island County,JN.1.16.1,0.0,1778632,0.0,#366298
2024-01-02,Island County,JN.1.18,0.0,1778632,0.0,#4AF32F
2024-01-02,Island County,JN.1.32,0.0,1778632,0.0,#2E7919
2024-01-02,Island County,JN.1.4.3,0.0,1778632,0.0,#9D1010
2024-01-02,Island County,JN.1.7,0.0,1778632,0.0,#CF15E8
2024-01-02,Island County,JN.1.8.1,0.0,1778632,0.0,#FFB027
2024-01-02,Island County,KP.1.1,0.0,1778632,0.0,#CBFF86
2024-01-02,Island County,KP.1.1.3,0.0,1778632,0.0,#1EB3B6
2024-01-02,Island County,KP.1.2,0.0,1778632,0.0,#D7B5A6
2024-01-02,Island County,KP.2,0.0,1778632,0.0,#5875A1
2024-01-02,Island County,KP.2.15,0.0,1778632,0.0,#175DFF
2024-01-02,Island County,KP.2.3,0.0,1778632,0.0,#628DE8
2024-01-02,Island County,KP.3,0.0,1778632,0.0,#B06589
2024-01-02,Island County,KP.3.1.1,0.0,1778632,0.0,#2F92A1
2024-01-02,Island County,KP.4.1,0.0,1778632,0.0,#FF473A
2024-01-02,Island County,KQ.1,0.0,1778632,0.0,#E86CDE
2024-01-02,Island County,KV.2,0.0,1778632,0.0,#E14365
2024-01-02,Island County,KW.1.1,0.0,1778632,0.0,#34A0FF
2024-01-02,Island County,LB.1,0.0,1778632,0.0,#795653
2024-01-02,Island County,Recombinant,49032.57077089,1778632,0.027567574838915528,#FF0000
2024-01-02,Island County,XBB,24456.37770927,1778632,0.013750105535754445,#9FA8DA
2024-01-02,Island County,XBB.1.16,1130.9930023499999,1778632,0.0006358780244311358,#4527A0
2024-01-02,Island County,XBB.1.16.1,0.0,1778632,0.0,#F89B9B
2024-01-02,Island County,XBB.1.16.15,0.0,1778632,0.0,#E3B5FA
2024-01-02,Island County,XBB.1.16.6,0.0,1778632,0.0,#5AA350
2024-01-02,Island County,XBB.1.42.1,0.0,1778632,0.0,#75D1A3
2024-01-02,Island County,XBB.1.5,21557.903933565,1778632,0.01212049706379116,#3F51B5
2024-01-02,Island County,XBB.1.5.70,0.0,1778632,0.0,#46783C
2024-01-02,Island County,XBB.1.5.72,264.56800692,1778632,0.00014874803046386212,#254220
2024-01-02,Island County,XBB.1.9.1,31357.001870524997,1778632,0.017629842412890916,#304FFE
2024-01-02,Island County,XBB.1.9.2,7454.833621965001,1778632,0.00419132997830074,#536DFE
2024-01-02,Island County,XBB.2.3,0.0,1778632,0.0,#F7BCDF
2024-01-02,Island County,XDP,9252.378553004999,1778632,0.0052019633926551415,#B60052
2024-01-02,Island County,XDV.1,0.0,1778632,0.0,#D367B6
2024-01-02,Island County,unreportable,66806.77396754001,1778632,0.037560762410403056,#eeeeee
2024-01-02,Jefferson County,BA.2,0.0,162770,0.0,#9CCD67
2024-01-02,Jefferson County,BA.2.12.1,0.0,162770,0.0,#7CB342
2024-01-02,Jefferson County,BA.2.86,2684.451671,162770,0.016492299999999998,#D770EE
2024-01-02,Jefferson County,EG.5,1493.235703,162770,0.0091739,#FFBE7D
2024-01-02,Jefferson County,EG.5.1.8,884.0347962999999,162770,0.00543119,#E14D6F
2024-01-02,Jefferson County,EG.6.1,0.0,162770,0.0,#B9ABA8
2024-01-02,Jefferson County,FE.1.1,0.0,162770,0.0,#499894
2024-01-02,Jefferson County,FL.1.5.1,0.0,162770,0.0,#8CD17D
2024-01-02,Jefferson County,GE.1,0.0,162770,0.0,#FABFD2
2024-01-02,Jefferson County,GK.1.1,0.0,162770,0.0,#90FAE5
2024-01-02,Jefferson County,HF.1,0.0,162770,0.0,#D399AD
2024-01-02,Jefferson County,HK.3,0.0,162770,0.0,#859DBC
2024-01-02,Jefferson County,HV.1,3963.5829714,162770,0.024350820000000002,#797765
2024-01-02,Jefferson County,JD.1.1,0.0,162770,0.0,#80F192
2024-01-02,Jefferson County,JF.1,0.0,162770,0.0,#FFF1A9
2024-01-02,Jefferson County,JG.3,4225.8412508,162770,0.025962040000000002,#66A172
2024-01-02,Jefferson County,JN.1,125491.8823421,162770,0.77097673,#61018F
2024-01-02,Jefferson County,JN.1.11.1,0.0,162770,0.0,#5C9CF1
2024-01-02,Jefferson County,JN.1.13,0.0,162770,0.0,#E83C78
2024-01-02,Jefferson County,JN.1.13.1,0.0,162770,0.0,#F2591C
2024-01-02,Jefferson County,JN.1.16,0.0,162770,0.0,#BC3A88
2024-01-02,Jefferson County,JN.1.16.1,0.0,162770,0.0,#366298
2024-01-02,Jefferson County,JN.1.18,0.0,162770,0.0,#4AF32F
2024-01-02,Jefferson County,JN.1.32,0.0,162770,0.0,#2E7919
2024-01-02,Jefferson County,JN.1.4.3,0.0,162770,0.0,#9D1010
2024-01-02,Jefferson County,JN.1.7,0.0,162770,0.0,#CF15E8
2024-01-02,Jefferson County,JN.1.8.1,0.0,162770,0.0,#FFB027
2024-01-02,Jefferson County,KP.1.1,0.0,162770,0.0,#CBFF86
2024-01-02,Jefferson County,KP.1.1.3,0.0,162770,0.0,#1EB3B6
2024-01-02,Jefferson County,KP.1.2,0.0,162770,0.0,#D7B5A6
2024-01-02,Jefferson County,KP.2,0.0,162770,0.0,#5875A1
2024-01-02,Jefferson County,KP.2.15,0.0,162770,0.0,#175DFF
2024-01-02,Jefferson County,KP.2.3,0.0,162770,0.0,#628DE8
2024-01-02,Jefferson County,KP.3,0.0,162770,0.0,#B06589
2024-01-02,Jefferson County,KP.3.1.1,0.0,162770,0.0,#2F92A1
2024-01-02,Jefferson County,KP.4.1,0.0,162770,0.0,#FF473A
2024-01-02,Jefferson County,KQ.1,0.0,162770,0.0,#E86CDE
2024-01-02,Jefferson County,KV.2,0.0,162770,0.0,#E14365
2024-01-02,Jefferson County,KW.1.1,0.0,162770,0.0,#34A0FF
2024-01-02,Jefferson County,LB.1,0.0,162770,0.0,#795653
2024-01-02,Jefferson County,Recombinant,16234.9874353,162770,0.09974189,#FF0000
2024-01-02,Jefferson County,XBB,146.39533799999998,162770,0.0008993999999999999,#9FA8DA
2024-01-02,Jefferson County,XBB.1.16,193.9062733,162770,0.00119129,#4527A0
2024-01-02,Jefferson County,XBB.1.16.1,0.0,162770,0.0,#F89B9B
2024-01-02,Jefferson County,XBB.1.16.15,0.0,162770,0.0,#E3B5FA
2024-01-02,Jefferson County,XBB.1.16.6,0.0,162770,0.0,#5AA350
2024-01-02,Jefferson County,XBB.1.42.1,0.0,162770,0.0,#75D1A3
2024-01-02,Jefferson County,XBB.1.5,0.0,162770,0.0,#3F51B5
2024-01-02,Jefferson County,XBB.1.5.70,0.0,162770,0.0,#46783C
2024-01-02,Jefferson County,XBB.1.5.72,0.0,162770,0.0,#254220
2024-01-02,Jefferson County,XBB.1.9.1,1933.1444158,162770,0.01187654,#304FFE
2024-01-02,Jefferson County,XBB.1.9.2,0.0,162770,0.0,#536DFE
2024-01-02,Jefferson County,XBB.2.3,0.0,162770,0.0,#F7BCDF
2024-01-02,Jefferson County,XDP,0.0,162770,0.0,#B60052
2024-01-02,Jefferson County,XDV.1,0.0,162770,0.0,#D367B6
2024-01-02,Jefferson County,unreportable,5518.5361753,162770,0.03390389,#eeeeee
2024-01-02,King County,BA.2,0.0,973611,0.0,#9CCD67
2024-01-02,King County,BA.2.12.1,0.0,973611,0.0,#7CB342
2024-01-02,King County,BA.2.86,0.0,973611,0.0,#D770EE
2024-01-02,King County,EG.5,3411.1629718199997,973611,0.00350362,#FFBE7D
2024-01-02,King County,EG.5.1.8,0.0,973611,0.0,#E14D6F
2024-01-02,King County,EG.6.1,0.0,973611,0.0,#B9ABA8
2024-01-02,King County,FE.1.1,0.0,973611,0.0,#499894
2024-01-02,King County,FL.1.5.1,0.0,973611,0.0,#8CD17D
2024-01-02,King County,GE.1,0.0,973611,0.0,#FABFD2
2024-01-02,King County,GK.1.1,0.0,973611,0.0,#90FAE5
2024-01-02,King County,HF.1,0.0,973611,0.0,#D399AD
2024-01-02,King County,HK.3,0.0,973611,0.0,#859DBC
2024-01-02,King County,HV.1,802860.4269309599,973611,0.82462136,#797765
2024-01-02,King County,JD.1.1,0.0,973611,0.0,#80F192
2024-01-02,King County,JF.1,0.0,973611,0.0,#FFF1A9
2024-01-02,King County,JG.3,3519.8082233100004,973611,0.00361521,#66A172
2024-01-02,King County,JN.1,131375.23231266,973611,0.13493606,#61018F
2024-01-02,King County,JN.1.11.1,0.0,973611,0.0,#5C9CF1
2024-01-02,King County,JN.1.13,0.0,973611,0.0,#E83C78
2024-01-02,King County,JN.1.13.1,0.0,973611,0.0,#F2591C
2024-01-02,King County,JN.1.16,0.0,973611,0.0,#BC3A88
2024-01-02,King County,JN.1.16.1,0.0,973611,0.0,#366298
2024-01-02,King County,JN.1.18,0.0,973611,0.0,#4AF32F
2024-01-02,King County,JN.1.32,0.0,973611,0.0,#2E7919
2024-01-02,King County,JN.1.4.3,0.0,973611,0.0,#9D1010
2024-01-02,King County,JN.1.7,0.0,973611,0.0,#CF15E8
2024-01-02,King County,JN.1.8.1,0.0,973611,0.0,#FFB027
2024-01-02,King County,KP.1.1,0.0,973611,0.0,#CBFF86
2024-01-02,King County,KP.1.1.3,0.0,973611,0.0,#1EB3B6
2024-01-02,King County,KP.1.2,0.0,973611,0.0,#D7B5A6
2024-01-02,King County,KP.2,0.0,973611,0.0,#5875A1
2024-01-02,King County,KP.2.15,0.0,973611,0.0,#175DFF
2024-01-02,King County,KP.2.3,0.0,973611,0.0,#628DE8
2024-01-02,King County,KP.3,0.0,973611,0.0,#B06589
2024-01-02,King County,KP.3.1.1,0.0,973611,0.0,#2F92A1
2024-01-02,King County,KP.4.1,0.0,973611,0.0,#FF473A
2024-01-02,King County,KQ.1,0.0,973611,0.0,#E86CDE
2024-01-02,King County,KV.2,0.0,973611,0.0,#E14365
2024-01-02,King County,KW.1.1,0.0,973611,0.0,#34A0FF
2024-01-02,King County,LB.1,0.0,973611,0.0,#795653
2024-01-02,King County,Recombinant,0.0,973611,0.0,#FF0000
2024-01-02,King County,XBB,3719.3692699800004,973611,0.0038201800000000003,#9FA8DA
2024-01-02,King County,XBB.1.16,0.0,973611,0.0,#4527A0
2024-01-02,King County,XBB.1.16.1,0.0,973611,0.0,#F89B9B
2024-01-02,King County,XBB.1.16.15,0.0,973611,0.0,#E3B5FA
2024-01-02,King County,XBB.1.16.6,0.0,973611,0.0,#5AA350
2024-01-02,King County,XBB.1.42.1,0.0,973611,0.0,#75D1A3
2024-01-02,King County,XBB.1.5,2689.07463756,973611,0.0027619600000000004,#3F51B5
2024-01-02,King County,XBB.1.5.70,0.0,973611,0.0,#46783C
2024-01-02,King County,XBB.1.5.72,0.0,973611,0.0,#254220
2024-01-02,King County,XBB.1.9.1,0.0,973611,0.0,#304FFE
2024-01-02,King County,XBB.1.9.2,1294.65922725,973611,0.00132975,#536DFE
2024-01-02,King County,XBB.2.3,0.0,973611,0.0,#F7BCDF
2024-01-02,King County,XDP,0.0,973611,0.0,#B60052
2024-01-02,King County,XDV.1,0.0,973611,0.0,#D367B6
2024-01-02,King County,unreportable,24741.266426460003,973611,0.02541186,#eeeeee
2024-01-02,Kittitas County,BA.2,0.0,143520,0.0,#9CCD67
2024-01-02,Kittitas County,BA.2.12.1,0.0,143520,0.0,#7CB342
2024-01-02,Kittitas County,BA.2.86,3526.0036656,143520,0.02456803,#D770EE
2024-01-02,Kittitas County,EG.5,29968.699675199998,143520,0.20881201,#FFBE7D
2024-01-02,Kittitas County,EG.5.1.8,0.0,143520,0.0,#E14D6F
2024-01-02,Kittitas County,EG.6.1,0.0,143520,0.0,#B9ABA8
2024-01-02,Kittitas County,FE.1.1,0.0,143520,0.0,#499894
2024-01-02,Kittitas County,FL.1.5.1,0.0,143520,0.0,#8CD17D
2024-01-02,Kittitas County,GE.1,0.0,143520,0.0,#FABFD2
2024-01-02,Kittitas County,GK.1.1,0.0,143520,0.0,#90FAE5
2024-01-02,Kittitas County,HF.1,701.5200192,143520,0.00488796,#D399AD
2024-01-02,Kittitas County,HK.3,0.0,143520,0.0,#859DBC
2024-01-02,Kittitas County,HV.1,2864.142528,143520,0.0199564,#797765
2024-01-02,Kittitas County,JD.1.1,0.0,143520,0.0,#80F192
2024-01-02,Kittitas County,JF.1,254.09641919999999,143520,0.00177046,#FFF1A9
2024-01-02,Kittitas County,JG.3,0.0,143520,0.0,#66A172
2024-01-02,Kittitas County,JN.1,86587.7099568,143520,0.60331459,#61018F
2024-01-02,Kittitas County,JN.1.11.1,0.0,143520,0.0,#5C9CF1
2024-01-02,Kittitas County,JN.1.13,0.0,143520,0.0,#E83C78
2024-01-02,Kittitas County,JN.1.13.1,0.0,143520,0.0,#F2591C
2024-01-02,Kittitas County,JN.1.16,0.0,143520,0.0,#BC3A88
2024-01-02,Kittitas County,JN.1.16.1,0.0,143520,0.0,#366298
2024-01-02,Kittitas County,JN.1.18,0.0,143520,0.0,#4AF32F
