Week,county,variant,weighted_sum,total_population,weighted_avg,hex_code
2024-04-02,Franklin County,BA.2.86,0.0,737220,0.0,#D770EE
2024-04-02,Franklin County,EG.5,0.0,737220,0.0,#FFBE7D
2024-04-02,Franklin County,EG.5.1.8,0.0,737220,0.0,#E14D6F
2024-04-02,Franklin County,EG.6.1,0.0,737220,0.0,#B9ABA8
2024-04-02,Franklin County,FE.1.1,0.0,737220,0.0,#499894
2024-04-02,Franklin County,FL.1.5.1,0.0,737220,0.0,#8CD17D
2024-04-02,Franklin County,GE.1,0.0,737220,0.0,#FABFD2
2024-04-02,Franklin County,GK.1.1,0.0,737220,0.0,#90FAE5
2024-04-02,Franklin County,HF.1,0.0,737220,0.0,#D399AD
2024-04-02,Franklin County,HK.3,0.0,737220,0.0,#859DBC
2024-04-02,Franklin County,HV.1,0.0,737220,0.0,#797765
2024-04-02,Franklin County,JD.1.1,0.0,737220,0.0,#80F192
2024-04-02,Franklin County,JF.1,0.0,737220,0.0,#FFF1A9
2024-04-02,Franklin County,JG.3,0.0,737220,0.0,#66A172
2024-04-02,Franklin County,JN.1,297401.6769174,737220,0.40340967,#61018F
2024-04-02,Franklin County,JN.1.11.1,0.0,737220,0.0,#5C9CF1
2024-04-02,Franklin County,JN.1.13,0.0,737220,0.0,#E83C78
2024-04-02,Franklin County,JN.1.13.1,0.0,737220,0.0,#F2591C
2024-04-02,Franklin County,JN.1.16,1296.2834148,737220,0.00175834,#BC3A88
2024-04-02,Franklin County,JN.1.16.1,0.0,737220,0.0,#366298
2024-04-02,Franklin County,JN.1.18,0.0,737220,0.0,#4AF32F
2024-04-02,Franklin County,JN.1.32,5359.8179382,737220,0.0072703099999999,#2E7919
2024-04-02,Franklin County,JN.1.4.3,0.0,737220,0.0,#9D1010
2024-04-02,Franklin County,JN.1.7,303732.9665106,737220,0.41199773,#CF15E8
2024-04-02,Franklin County,JN.1.8.1,119220.0262374,737220,0.16171567,#FFB027
2024-04-02,Franklin County,KP.1.1,0.0,737220,0.0,#CBFF86
2024-04-02,Franklin County,KP.1.1.3,0.0,737220,0.0,#1EB3B6
2024-04-02,Franklin County,KP.1.2,0.0,737220,0.0,#D7B5A6
2024-04-02,Franklin County,KP.2,0.0,737220,0.0,#5875A1
2024-04-02,Franklin County,KP.2.15,0.0,737220,0.0,#175DFF
2024-04-02,Franklin County,KP.2.3,0.0,737220,0.0,#628DE8
2024-04-02,Franklin County,KP.3,0.0,737220,0.0,#B06589
2024-04-02,Franklin County,KP.3.1.1,0.0,737220,0.0,#2F92A1
2024-04-02,Franklin County,KP.4.1,0.0,737220,0.0,#FF473A
2024-04-02,Franklin County,KQ.1,0.0,737220,0.0,#E86CDE
2024-04-02,Franklin County,KV.2,0.0,737220,0.0,#E14365
2024-04-02,Franklin County,KW.1.1,0.0,737220,0.0,#34A0FF
2024-04-02,Franklin County,LB.1,0.0,737220,0.0,#795653
2024-04-02,Franklin County,Recombinant,0.0,737220,0.0,#FF0000
2024-04-02,Franklin County,XBB,0.0,737220,0.0,#9FA8DA
2024-04-02,Franklin County,XBB.1.16,0.0,737220,0.0,#4527A0
2024-04-02,Franklin County,XBB.1.16.1,0.0,737220,0.0,#F89B9B
2024-04-02,Franklin County,XBB.1.16.15,0.0,737220,0.0,#E3B5FA
2024-04-02,Franklin County,XBB.1.16.6,0.0,737220,0.0,#5AA350
2024-04-02,Franklin County,XBB.1.42.1,0.0,737220,0.0,#75D1A3
2024-04-02,Franklin County,XBB.1.5,0.0,737220,0.0,#3F51B5
2024-04-02,Franklin County,XBB.1.5.70,0.0,737220,0.0,#46783C
2024-04-02,Franklin County,XBB.1.5.72,0.0,737220,0.0,#254220
2024-04-02,Franklin County,XBB.1.9.1,0.0,737220,0.0,#304FFE
2024-04-02,Franklin County,XBB.1.9.2,0.0,737220,0.0,#536DFE
2024-04-02,Franklin County,XBB.2.3,0.0,737220,0.0,#F7BCDF
2024-04-02,Franklin County,XDP,0.0,737220,0.0,#B60052
2024-04-02,Franklin County,XDV.1,0.0,737220,0.0,#D367B6
2024-04-02,Franklin County,unreportable,10209.2216094,737220,0.01384827,#eeeeee
2024-04-02,Island County,BA.2,0.0,617169,0.0,#9CCD67
2024-04-02,Island County,BA.2.12.1,0.0,617169,0.0,#7CB342
2024-04-02,Island County,BA.2.86,0.0,617169,0.0,#D770EE
2024-04-02,Island County,EG.5,0.0,617169,0.0,#FFBE7D
2024-04-02,Island County,EG.5.1.8,0.0,617169,0.0,#E14D6F
2024-04-02,Island County,EG.6.1,0.0,617169,0.0,#B9ABA8
2024-04-02,Island County,FE.1.1,0.0,617169,0.0,#499894
2024-04-02,Island County,FL.1.5.1,0.0,617169,0.0,#8CD17D
2024-04-02,Island County,GE.1,0.0,617169,0.0,#FABFD2
2024-04-02,Island County,GK.1.1,0.0,617169,0.0,#90FAE5
2024-04-02,Island County,HF.1,0.0,617169,0.0,#D399AD
2024-04-02,Island County,HK.3,0.0,617169,0.0,#859DBC
2024-04-02,Island County,HV.1,0.0,617169,0.0,#797765
2024-04-02,Island County,JD.1.1,0.0,617169,0.0,#80F192
2024-04-02,Island County,JF.1,0.0,617169,0.0,#FFF1A9
2024-04-02,Island County,JG.3,0.0,617169,0.0,#66A172
2024-04-02,Island County,JN.1,211054.21485519,617169,0.34197151,#61018F
2024-04-02,Island County,JN.1.11.1,955.17394623,617169,0.00154767,#5C9CF1
2024-04-02,Island County,JN.1.13,52042.056923115,617169,0.084323835,#E83C78
2024-04-02,Island County,JN.1.13.1,0.0,617169,0.0,#F2591C
2024-04-02,Island County,JN.1.16,7563.887486820001,617169,0.01225578,#BC3A88
2024-04-02,Island County,JN.1.16.1,103583.49104019,617169,0.16783651,#366298
2024-04-02,Island County,JN.1.18,32292.074955945,617169,0.052322905,#4AF32F
2024-04-02,Island County,JN.1.32,12149.493272805,617169,0.019685845,#2E7919
2024-04-02,Island County,JN.1.4.3,0.0,617169,0.0,#9D1010
2024-04-02,Island County,JN.1.7,122566.44920247,617169,0.19859463,#CF15E8
2024-04-02,Island County,JN.1.8.1,0.0,617169,0.0,#FFB027
2024-04-02,Island County,KP.1.1,935.162241405,617169,0.001515245,#CBFF86
2024-04-02,Island County,KP.1.1.3,0.0,617169,0.0,#1EB3B6
2024-04-02,Island County,KP.1.2,0.0,617169,0.0,#D7B5A6
2024-04-02,Island County,KP.2,341.309886225,617169,0.000553025,#5875A1
2024-04-02,Island County,KP.2.15,0.0,617169,0.0,#175DFF
2024-04-02,Island County,KP.2.3,0.0,617169,0.0,#628DE8
2024-04-02,Island County,KP.3,0.0,617169,0.0,#B06589
2024-04-02,Island County,KP.3.1.1,0.0,617169,0.0,#2F92A1
2024-04-02,Island County,KP.4.1,65985.43829808,617169,0.10691632,#FF473A
2024-04-02,Island County,KQ.1,0.0,617169,0.0,#E86CDE
2024-04-02,Island County,KV.2,0.0,617169,0.0,#E14365
2024-04-02,Island County,KW.1.1,0.0,617169,0.0,#34A0FF
2024-04-02,Island County,LB.1,0.0,617169,0.0,#795653
2024-04-02,Island County,Recombinant,0.0,617169,0.0,#FF0000
2024-04-02,Island County,XBB,0.0,617169,0.0,#9FA8DA
2024-04-02,Island County,XBB.1.16,0.0,617169,0.0,#4527A0
2024-04-02,Island County,XBB.1.16.1,0.0,617169,0.0,#F89B9B
2024-04-02,Island County,XBB.1.16.15,0.0,617169,0.0,#E3B5FA
2024-04-02,Island County,XBB.1.16.6,0.0,617169,0.0,#5AA350
2024-04-02,Island County,XBB.1.42.1,0.0,617169,0.0,#75D1A3
2024-04-02,Island County,XBB.1.5,0.0,617169,0.0,#3F51B5
2024-04-02,Island County,XBB.1.5.70,0.0,617169,0.0,#46783C
2024-04-02,Island County,XBB.1.5.72,0.0,617169,0.0,#254220
2024-04-02,Island County,XBB.1.9.1,0.0,617169,0.0,#304FFE
2024-04-02,Island County,XBB.1.9.2,0.0,617169,0.0,#536DFE
2024-04-02,Island County,XBB.2.3,0.0,617169,0.0,#F7BCDF
2024-04-02,Island County,XDP,0.0,617169,0.0,#B60052
2024-04-02,Island County,XDV.1,0.0,617169,0.0,#D367B6
2024-04-02,Island County,unreportable,7700.238633989999,617169,0.0124767099999999,#eeeeee
2024-04-02,King County,BA.2,0.0,973611,0.0,#9CCD67
2024-04-02,King County,BA.2.12.1,0.0,973611,0.0,#7CB342
2024-04-02,King County,BA.2.86,0.0,973611,0.0,#D770EE
2024-04-02,King County,EG.5,0.0,973611,0.0,#FFBE7D
2024-04-02,King County,EG.5.1.8,0.0,973611,0.0,#E14D6F
2024-04-02,King County,EG.6.1,0.0,973611,0.0,#B9ABA8
2024-04-02,King County,FE.1.1,0.0,973611,0.0,#499894
2024-04-02,King County,FL.1.5.1,0.0,973611,0.0,#8CD17D
2024-04-02,King County,GE.1,0.0,973611,0.0,#FABFD2
2024-04-02,King County,GK.1.1,0.0,973611,0.0,#90FAE5
2024-04-02,King County,HF.1,0.0,973611,0.0,#D399AD
2024-04-02,King County,HK.3,0.0,973611,0.0,#859DBC
2024-04-02,King County,HV.1,0.0,973611,0.0,#797765
2024-04-02,King County,JD.1.1,0.0,973611,0.0,#80F192
2024-04-02,King County,JF.1,0.0,973611,0.0,#FFF1A9
2024-04-02,King County,JG.3,0.0,973611,0.0,#66A172
2024-04-02,King County,JN.1,244003.39983423,973611,0.25061693,#61018F
2024-04-02,King County,JN.1.11.1,0.0,973611,0.0,#5C9CF1
2024-04-02,King County,JN.1.13,0.0,973611,0.0,#E83C78
2024-04-02,King County,JN.1.13.1,0.0,973611,0.0,#F2591C
2024-04-02,King County,JN.1.16,939.08675394,973611,0.00096454,#BC3A88
2024-04-02,King County,JN.1.16.1,0.0,973611,0.0,#366298
2024-04-02,King County,JN.1.18,0.0,973611,0.0,#4AF32F
2024-04-02,King County,JN.1.32,0.0,973611,0.0,#2E7919
2024-04-02,King County,JN.1.4.3,0.0,973611,0.0,#9D1010
2024-04-02,King County,JN.1.7,717948.71553798,973611,0.73740818,#CF15E8
2024-04-02,King County,JN.1.8.1,0.0,973611,0.0,#FFB027
2024-04-02,King County,KP.1.1,0.0,973611,0.0,#CBFF86
2024-04-02,King County,KP.1.1.3,0.0,973611,0.0,#1EB3B6
2024-04-02,King County,KP.1.2,0.0,973611,0.0,#D7B5A6
2024-04-02,King County,KP.2,0.0,973611,0.0,#5875A1
2024-04-02,King County,KP.2.15,0.0,973611,0.0,#175DFF
2024-04-02,King County,KP.2.3,0.0,973611,0.0,#628DE8
2024-04-02,King County,KP.3,0.0,973611,0.0,#B06589
2024-04-02,King County,KP.3.1.1,0.0,973611,0.0,#2F92A1
2024-04-02,King County,KP.4.1,0.0,973611,0.0,#FF473A
2024-04-02,King County,KQ.1,0.0,973611,0.0,#E86CDE
2024-04-02,King County,KV.2,0.0,973611,0.0,#E14365
2024-04-02,King County,KW.1.1,0.0,973611,0.0,#34A0FF
2024-04-02,King County,LB.1,0.0,973611,0.0,#795653
2024-04-02,King County,Recombinant,0.0,973611,0.0,#FF0000
2024-04-02,King County,XBB,0.0,973611,0.0,#9FA8DA
2024-04-02,King County,XBB.1.16,0.0,973611,0.0,#4527A0
2024-04-02,King County,XBB.1.16.1,0.0,973611,0.0,#F89B9B
2024-04-02,King County,XBB.1.16.15,0.0,973611,0.0,#E3B5FA
2024-04-02,King County,XBB.1.16.6,0.0,973611,0.0,#5AA350
2024-04-02,King County,XBB.1.42.1,0.0,973611,0.0,#75D1A3
2024-04-02,King County,XBB.1.5,0.0,973611,0.0,#3F51B5
2024-04-02,King County,XBB.1.5.70,0.0,973611,0.0,#46783C
2024-04-02,King County,XBB.1.5.72,0.0,973611,0.0,#254220
2024-04-02,King County,XBB.1.9.1,0.0,973611,0.0,#304FFE
2024-04-02,King County,XBB.1.9.2,0.0,973611,0.0,#536DFE
2024-04-02,King County,XBB.2.3,0.0,973611,0.0,#F7BCDF
2024-04-02,King County,XDP,0.0,973611,0.0,#B60052
2024-04-02,King County,XDV.1,0.0,973611,0.0,#D367B6
2024-04-02,King County,unreportable,10719.81734607,973611,0.01101037,#eeeeee
2024-04-02,Spokane County,BA.2,0.0,713850,0.0,#9CCD67
2024-04-02,Spokane County,BA.2.12.1,0.0,713850,0.0,#7CB342
2024-04-02,Spokane County,BA.2.86,0.0,713850,0.0,#D770EE
2024-04-02,Spokane County,EG.5,0.0,713850,0.0,#FFBE7D
2024-04-02,Spokane County,EG.5.1.8,0.0,713850,0.0,#E14D6F
2024-04-02,Spokane County,EG.6.1,0.0,713850,0.0,#B9ABA8
2024-04-02,Spokane County,FE.1.1,0.0,713850,0.0,#499894
2024-04-02,Spokane County,FL.1.5.1,0.0,713850,0.0,#8CD17D
2024-04-02,Spokane County,GE.1,0.0,713850,0.0,#FABFD2
2024-04-02,Spokane County,GK.1.1,0.0,713850,0.0,#90FAE5
2024-04-02,Spokane County,HF.1,0.0,713850,0.0,#D399AD
2024-04-02,Spokane County,HK.3,0.0,713850,0.0,#859DBC
2024-04-02,Spokane County,HV.1,0.0,713850,0.0,#797765
2024-04-02,Spokane County,JD.1.1,0.0,713850,0.0,#80F192
2024-04-02,Spokane County,JF.1,0.0,713850,0.0,#FFF1A9
2024-04-02,Spokane County,JG.3,0.0,713850,0.0,#66A172
2024-04-02,Spokane County,JN.1,0.0,713850,0.0,#61018F
2024-04-02,Spokane County,JN.1.11.1,0.0,713850,0.0,#5C9CF1
2024-04-02,Spokane County,JN.1.13,0.0,713850,0.0,#E83C78
2024-04-02,Spokane County,JN.1.13.1,0.0,713850,0.0,#F2591C
2024-04-02,Spokane County,JN.1.16,0.0,713850,0.0,#BC3A88
2024-04-02,Spokane County,JN.1.16.1,431874.838407,713850,0.60499382,#366298
2024-04-02,Spokane County,JN.1.18,1414.8578385,713850,0.00198201,#4AF32F
2024-04-02,Spokane County,JN.1.32,0.0,713850,0.0,#2E7919
2024-04-02,Spokane County,JN.1.4.3,0.0,713850,0.0,#9D1010
2024-04-02,Spokane County,JN.1.7,0.0,713850,0.0,#CF15E8
2024-04-02,Spokane County,JN.1.8.1,0.0,713850,0.0,#FFB027
2024-04-02,Spokane County,KP.1.1,555.2396685,713850,0.00077781,#CBFF86
2024-04-02,Spokane County,KP.1.1.3,0.0,713850,0.0,#1EB3B6
2024-04-02,Spokane County,KP.1.2,0.0,713850,0.0,#D7B5A6
2024-04-02,Spokane County,KP.2,276346.6185285,713850,0.38712141,#5875A1
2024-04-02,Spokane County,KP.2.15,0.0,713850,0.0,#175DFF
2024-04-02,Spokane County,KP.2.3,0.0,713850,0.0,#628DE8
2024-04-02,Spokane County,KP.3,0.0,713850,0.0,#B06589
2024-04-02,Spokane County,KP.3.1.1,0.0,713850,0.0,#2F92A1
2024-04-02,Spokane County,KP.4.1,0.0,713850,0.0,#FF473A
2024-04-02,Spokane County,KQ.1,0.0,713850,0.0,#E86CDE
2024-04-02,Spokane County,KV.2,448.5190935,713850,0.00062831,#E14365
2024-04-02,Spokane County,KW.1.1,0.0,713850,0.0,#34A0FF
2024-04-02,Spokane County,LB.1,0.0,713850,0.0,#795653
2024-04-02,Spokane County,Recombinant,0.0,713850,0.0,#FF0000
2024-04-02,Spokane County,XBB,0.0,713850,0.0,#9FA8DA
2024-04-02,Spokane County,XBB.1.16,0.0,713850,0.0,#4527A0
2024-04-02,Spokane County,XBB.1.16.1,0.0,713850,0.0,#F89B9B
2024-04-02,Spokane County,XBB.1.16.15,0.0,713850,0.0,#E3B5FA
2024-04-02,Spokane County,XBB.1.16.6,0.0,713850,0.0,#5AA350
2024-04-02,Spokane County,XBB.1.42.1,0.0,713850,0.0,#75D1A3
2024-04-02,Spokane County,XBB.1.5,0.0,713850,0.0,#3F51B5
2024-04-02,Spokane County,XBB.1.5.70,0.0,713850,0.0,#46783C
2024-04-02,Spokane County,XBB.1.5.72,0.0,713850,0.0,#254220
2024-04-02,Spokane County,XBB.1.9.1,0.0,713850,0.0,#304FFE
2024-04-02,Spokane County,XBB.1.9.2,0.0,713850,0.0,#536DFE
2024-04-02,Spokane County,XBB.2.3,0.0,713850,0.0,#F7BCDF
2024-04-02,Spokane County,XDP,0.0,713850,0.0,#B60052
2024-04-02,Spokane County,XDV.1,0.0,713850,0.0,#D367B6
2024-04-02,Spokane County,unreportable,3209.9193255,713850,0.00449663,#eeeeee
2024-04-02,Yakima County,BA.2,0.0,1192348,0.0,#9CCD67
2024-04-02,Yakima County,BA.2.12.1,0.0,1192348,0.0,#7CB342
2024-04-02,Yakima County,BA.2.86,0.0,1192348,0.0,#D770EE
2024-04-02,Yakima County,EG.5,0.0,1192348,0.0,#FFBE7D
2024-04-02,Yakima County,EG.5.1.8,0.0,1192348,0.0,#E14D6F
2024-04-02,Yakima County,EG.6.1,0.0,1192348,0.0,#B9ABA8
2024-04-02,Yakima County,FE.1.1,0.0,1192348,0.0,#499894
2024-04-02,Yakima County,FL.1.5.1,0.0,1192348,0.0,#8CD17D
2024-04-02,Yakima County,GE.1,0.0,1192348,0.0,#FABFD2
2024-04-02,Yakima County,GK.1.1,0.0,1192348,0.0,#90FAE5
2024-04-02,Yakima County,HF.1,0.0,1192348,0.0,#D399AD
2024-04-02,Yakima County,HK.3,0.0,1192348,0.0,#859DBC
2024-04-02,Yakima County,HV.1,0.0,1192348,0.0,#797765
2024-04-02,Yakima County,JD.1.1,0.0,1192348,0.0,#80F192
2024-04-02,Yakima County,JF.1,0.0,1192348,0.0,#FFF1A9
2024-04-02,Yakima County,JG.3,0.0,1192348,0.0,#66A172
2024-04-02,Yakima County,JN.1,354538.19612394006,1192348,0.2973445639393365,#61018F
2024-04-02,Yakima County,JN.1.11.1,31610.72769572,1192348,0.0265113269747758,#5C9CF1
2024-04-02,Yakima County,JN.1.13,0.0,1192348,0.0,#E83C78
2024-04-02,Yakima County,JN.1.13.1,0.0,1192348,0.0,#F2591C
2024-04-02,Yakima County,JN.1.16,143693.77847486,1192348,0.1205132884651628,#BC3A88
2024-04-02,Yakima County,JN.1.16.1,65922.7680426,1192348,0.0552881944219305,#366298
2024-04-02,Yakima County,JN.1.18,6768.563108400001,1192348,0.0056766674732544,#4AF32F
2024-04-02,Yakima County,JN.1.32,141635.00637694,1192348,0.1187866347550715,#2E7919
2024-04-02,Yakima County,JN.1.4.3,0.0,1192348,0.0,#9D1010
2024-04-02,Yakima County,JN.1.7,152590.42453001998,1192348,0.1279747393630215,#CF15E8
2024-04-02,Yakima County,JN.1.8.1,375.56963348,1192348,0.0003149832376789,#FFB027
2024-04-02,Yakima County,KP.1.1,0.0,1192348,0.0,#CBFF86
2024-04-02,Yakima County,KP.1.1.3,0.0,1192348,0.0,#1EB3B6
2024-04-02,Yakima County,KP.1.2,46904.58726356,1192348,0.0393380013750683,#D7B5A6
2024-04-02,Yakima County,KP.2,3570.33518224,1192348,0.0029943734398346,#5875A1
2024-04-02,Yakima County,KP.2.15,0.0,1192348,0.0,#175DFF
2024-04-02,Yakima County,KP.2.3,0.0,1192348,0.0,#628DE8
2024-04-02,Yakima County,KP.3,25432.60679752,1192348,0.0213298523564596,#B06589
2024-04-02,Yakima County,KP.3.1.1,0.0,1192348,0.0,#2F92A1
2024-04-02,Yakima County,KP.4.1,0.0,1192348,0.0,#FF473A
2024-04-02,Yakima County,KQ.1,0.0,1192348,0.0,#E86CDE
2024-04-02,Yakima County,KV.2,0.0,1192348,0.0,#E14365
2024-04-02,Yakima County,KW.1.1,0.0,1192348,0.0,#34A0FF
2024-04-02,Yakima County,LB.1,0.0,1192348,0.0,#795653
2024-04-02,Yakima County,Recombinant,204419.2105227,1192348,0.1714425742507221,#FF0000
2024-04-02,Yakima County,XBB,0.0,1192348,0.0,#9FA8DA
2024-04-02,Yakima County,XBB.1.16,0.0,1192348,0.0,#4527A0
2024-04-02,Yakima County,XBB.1.16.1,0.0,1192348,0.0,#F89B9B
2024-04-02,Yakima County,XBB.1.16.15,0.0,1192348,0.0,#E3B5FA
2024-04-02,Yakima County,XBB.1.16.6,0.0,1192348,0.0,#5AA350
2024-04-02,Yakima County,XBB.1.42.1,0.0,1192348,0.0,#75D1A3
2024-04-02,Yakima County,XBB.1.5,0.0,1192348,0.0,#3F51B5
2024-04-02,Yakima County,XBB.1.5.70,0.0,1192348,0.0,#46783C
2024-04-02,Yakima County,XBB.1.5.72,0.0,1192348,0.0,#254220
2024-04-02,Yakima County,XBB.1.9.1,0.0,1192348,0.0,#304FFE
2024-04-02,Yakima County,XBB.1.9.2,0.0,1192348,0.0,#536DFE
2024-04-02,Yakima County,XBB.2.3,0.0,1192348,0.0,#F7BCDF
2024-04-02,Yakima County,XDP,0.0,1192348,0.0,#B60052
2024-04-02,Yakima County,XDV.1,0.0,1192348,0.0,#D367B6
2024-04-02,Yakima County,unreportable,14886.21859908,1192348,0.0124847935326599,#eeeeee
2024-04-09,Benton County,BA.2,0.0,502178,0.0,#9CCD67
2024-04-09,Benton County,BA.2.12.1,0.0,502178,0.0,#7CB342
2024-04-09,Benton County,BA.2.86,0.0,502178,0.0,#D770EE
2024-04-09,Benton County,EG.5,0.0,502178,0.0,#FFBE7D
2024-04-09,Benton County,EG.5.1.8,0.0,502178,0.0,#E14D6F
2024-04-09,Benton County,EG.6.1,0.0,502178,0.0,#B9ABA8
2024-04-09,Benton County,FE.1.1,0.0,502178,0.0,#499894
2024-04-09,Benton County,FL.1.5.1,0.0,502178,0.0,#8CD17D
2024-04-09,Benton County,GE.1,0.0,502178,0.0,#FABFD2
2024-04-09,Benton County,GK.1.1,0.0,502178,0.0,#90FAE5
2024-04-09,Benton County,HF.1,0.0,502178,0.0,#D399AD
2024-04-09,Benton County,HK.3,0.0,502178,0.0,#859DBC
2024-04-09,Benton County,HV.1,0.0,502178,0.0,#797765
2024-04-09,Benton County,JD.1.1,0.0,502178,0.0,#80F192
2024-04-09,Benton County,JF.1,0.0,502178,0.0,#FFF1A9
2024-04-09,Benton County,JG.3,0.0,502178,0.0,#66A172
2024-04-09,Benton County,JN.1,499280.95520512,502178,0.99423104,#61018F
2024-04-09,Benton County,JN.1.11.1,0.0,502178,0.0,#5C9CF1
2024-04-09,Benton County,JN.1.13,0.0,502178,0.0,#E83C78
2024-04-09,Benton County,JN.1.13.1,0.0,502178,0.0,#F2591C
2024-04-09,Benton County,JN.1.16,0.0,502178,0.0,#BC3A88
2024-04-09,Benton County,JN.1.16.1,0.0,502178,0.0,#366298
2024-04-09,Benton County,JN.1.18,0.0,502178,0.0,#4AF32F
2024-04-09,Benton County,JN.1.32,0.0,502178,0.0,#2E7919
2024-04-09,Benton County,JN.1.4.3,0.0,502178,0.0,#9D1010
2024-04-09,Benton County,JN.1.7,551.2658995,502178,0.00109775,#CF15E8
2024-04-09,Benton County,JN.1.8.1,0.0,502178,0.0,#FFB027
2024-04-09,Benton County,KP.1.1,0.0,502178,0.0,#CBFF86
2024-04-09,Benton County,KP.1.1.3,0.0,502178,0.0,#1EB3B6
2024-04-09,Benton County,KP.1.2,0.0,502178,0.0,#D7B5A6
2024-04-09,Benton County,KP.2,0.0,502178,0.0,#5875A1
2024-04-09,Benton County,KP.2.15,0.0,502178,0.0,#175DFF
2024-04-09,Benton County,KP.2.3,0.0,502178,0.0,#628DE8
2024-04-09,Benton County,KP.3,0.0,502178,0.0,#B06589
2024-04-09,Benton County,KP.3.1.1,0.0,502178,0.0,#2F92A1
2024-04-09,Benton County,KP.4.1,0.0,502178,0.0,#FF473A
2024-04-09,Benton County,KQ.1,0.0,502178,0.0,#E86CDE
